dme:Dmel_CG10000	ncbi-geneid:43394
dme:Dmel_CG15704	ncbi-geneid:36814
dme:Dmel_CG15705	ncbi-geneid:36815
dme:Dmel_CG15706	ncbi-geneid:36799
dme:Dmel_CG15707	ncbi-geneid:36804
dme:Dmel_CG15708	ncbi-geneid:36805
dme:Dmel_CG1571	ncbi-geneid:31725
dme:Dmel_CG15710	ncbi-geneid:36832
dme:Dmel_CG15711	ncbi-geneid:36834
dme:Dmel_CG15712	ncbi-geneid:36843
dme:Dmel_CG15715	ncbi-geneid:39726
dme:Dmel_CG15717	ncbi-geneid:32262
dme:Dmel_CG15719	ncbi-geneid:32249
dme:Dmel_CG1572	ncbi-geneid:32098
dme:Dmel_CG15721	ncbi-geneid:32247
dme:Dmel_CG15725	ncbi-geneid:32224
dme:Dmel_CG15727	ncbi-geneid:32215
dme:Dmel_CG15728	ncbi-geneid:32214
dme:Dmel_CG15730	ncbi-geneid:32200
dme:Dmel_CG15731	ncbi-geneid:32194
dme:Dmel_CG15732	ncbi-geneid:32189
dme:Dmel_CG15734	ncbi-geneid:32177
dme:Dmel_CG15735	ncbi-geneid:32167
dme:Dmel_CG15736	ncbi-geneid:32166
dme:Dmel_CG15737	ncbi-geneid:32152
dme:Dmel_CG15738	ncbi-geneid:32151
dme:Dmel_CG15739	ncbi-geneid:32146
dme:Dmel_CG15740	ncbi-geneid:32139
dme:Dmel_CG15741	ncbi-geneid:32137
dme:Dmel_CG15742	ncbi-geneid:32276
dme:Dmel_CG15743	ncbi-geneid:32279
dme:Dmel_CG15744	ncbi-geneid:2768909
dme:Dmel_CG15747	ncbi-geneid:32288
dme:Dmel_CG15749	ncbi-geneid:32291
dme:Dmel_CG1575	ncbi-geneid:31731
dme:Dmel_CG15754	ncbi-geneid:32307
dme:Dmel_CG15756	ncbi-geneid:32308
dme:Dmel_CG15757	ncbi-geneid:32309
dme:Dmel_CG15760	ncbi-geneid:32324
dme:Dmel_CG15764	ncbi-geneid:31516
dme:Dmel_CG15765	ncbi-geneid:31513
dme:Dmel_CG15766	ncbi-geneid:31512
dme:Dmel_CG15767	ncbi-geneid:31508
dme:Dmel_CG1577	ncbi-geneid:35711
dme:Dmel_CG15771	ncbi-geneid:31500
dme:Dmel_CG15772	ncbi-geneid:31498
dme:Dmel_CG15773	ncbi-geneid:31494
dme:Dmel_CG15779	ncbi-geneid:44873
dme:Dmel_CG1578	ncbi-geneid:32135
dme:Dmel_CG15784	ncbi-geneid:31461
dme:Dmel_CG15792	ncbi-geneid:38001
dme:Dmel_CG15793	ncbi-geneid:31872
dme:Dmel_CG15797	ncbi-geneid:31874
dme:Dmel_CG15800	ncbi-geneid:37763
dme:Dmel_CG15803	ncbi-geneid:42206
dme:Dmel_CG15804	ncbi-geneid:38226
dme:Dmel_CG15807	ncbi-geneid:41486
dme:Dmel_CG15811	ncbi-geneid:38493
dme:Dmel_CG15812	ncbi-geneid:38379
dme:Dmel_CG15814	ncbi-geneid:32765
dme:Dmel_CG15817	ncbi-geneid:43462
dme:Dmel_CG15818	ncbi-geneid:34019
dme:Dmel_CG1582	ncbi-geneid:32021
dme:Dmel_CG15820	ncbi-geneid:38277
dme:Dmel_CG15822	ncbi-geneid:38273
dme:Dmel_CG15824	ncbi-geneid:33272
dme:Dmel_CG15825	ncbi-geneid:35211
dme:Dmel_CG15828	ncbi-geneid:34283
dme:Dmel_CG15829	ncbi-geneid:38782
dme:Dmel_CG1583	ncbi-geneid:31747
dme:Dmel_CG15835	ncbi-geneid:35744
dme:Dmel_CG1584	ncbi-geneid:36017
dme:Dmel_CG15845	ncbi-geneid:47082
dme:Dmel_CG15848	ncbi-geneid:3355102
dme:Dmel_CG15855	ncbi-geneid:47878
dme:Dmel_CG15860	ncbi-geneid:37985
dme:Dmel_CG15861	ncbi-geneid:37990
dme:Dmel_CG15862	ncbi-geneid:36041
dme:Dmel_CG15863	ncbi-geneid:36034
dme:Dmel_CG15864	ncbi-geneid:50001
dme:Dmel_CG15865	ncbi-geneid:32641
dme:Dmel_CG1587	ncbi-geneid:43775
dme:Dmel_CG15870	ncbi-geneid:36446
dme:Dmel_CG15871	ncbi-geneid:32375
dme:Dmel_CG15873	ncbi-geneid:37898
dme:Dmel_CG15874	ncbi-geneid:37899
dme:Dmel_CG15876	ncbi-geneid:38573
dme:Dmel_CG15877	ncbi-geneid:38304
dme:Dmel_CG15878	ncbi-geneid:38281
dme:Dmel_CG15879	ncbi-geneid:38274
dme:Dmel_CG15880	ncbi-geneid:33257
dme:Dmel_CG15881	ncbi-geneid:40159
dme:Dmel_CG15882	ncbi-geneid:32895
dme:Dmel_CG15883	ncbi-geneid:32897
dme:Dmel_CG15884	ncbi-geneid:43259
dme:Dmel_CG15887	ncbi-geneid:41631
dme:Dmel_CG15888	ncbi-geneid:41630
dme:Dmel_CG15889	ncbi-geneid:41626
dme:Dmel_CG15890	ncbi-geneid:32401
dme:Dmel_CG15891	ncbi-geneid:3772383
dme:Dmel_CG15892	ncbi-geneid:3772603
dme:Dmel_CG15894	ncbi-geneid:31574
dme:Dmel_CG15896	ncbi-geneid:31568
dme:Dmel_CG15897	ncbi-geneid:31566
dme:Dmel_CG15899	ncbi-geneid:31550
dme:Dmel_CG15902	ncbi-geneid:53501
dme:Dmel_CG15904	ncbi-geneid:37252
dme:Dmel_CG15905	ncbi-geneid:37257
dme:Dmel_CG15908	ncbi-geneid:35567
dme:Dmel_CG15909	ncbi-geneid:35572
dme:Dmel_CG1591	ncbi-geneid:32274
dme:Dmel_CG15912	ncbi-geneid:31385
dme:Dmel_CG15914	ncbi-geneid:32542
dme:Dmel_CG15916	ncbi-geneid:32549
dme:Dmel_CG15917	ncbi-geneid:36936
dme:Dmel_CG15918	ncbi-geneid:36934
dme:Dmel_CG15919	ncbi-geneid:50216
dme:Dmel_CG15920	ncbi-geneid:36880
dme:Dmel_CG15922	ncbi-geneid:50048
dme:Dmel_CG15923	ncbi-geneid:42443
dme:Dmel_CG15925	ncbi-geneid:36841
dme:Dmel_CG15927	ncbi-geneid:32193
dme:Dmel_CG15929	ncbi-geneid:31499
dme:Dmel_CG15930	ncbi-geneid:31446
dme:Dmel_CG1594	ncbi-geneid:32080
dme:Dmel_CG1597	ncbi-geneid:32073
dme:Dmel_CG1598	ncbi-geneid:35690
dme:Dmel_CG1599	ncbi-geneid:36015
dme:Dmel_CG1600	ncbi-geneid:35687
dme:Dmel_CG1602	ncbi-geneid:35684
dme:Dmel_CG1603	ncbi-geneid:35683
dme:Dmel_CG1605	ncbi-geneid:35682
dme:Dmel_CG1607	ncbi-geneid:43707
dme:Dmel_CG1609	ncbi-geneid:43709
dme:Dmel_CG1615	ncbi-geneid:32020
dme:Dmel_CG1616	ncbi-geneid:35679
dme:Dmel_CG1618	ncbi-geneid:47091
dme:Dmel_CG1619	ncbi-geneid:31988
dme:Dmel_CG1620	ncbi-geneid:35678
dme:Dmel_CG1621	ncbi-geneid:35677
dme:Dmel_CG1622	ncbi-geneid:32282
dme:Dmel_CG1623	ncbi-geneid:36011
dme:Dmel_CG1625	ncbi-geneid:36010
dme:Dmel_CG1628	ncbi-geneid:31990
dme:Dmel_CG1629	ncbi-geneid:43779
dme:Dmel_CG1631	ncbi-geneid:33029
dme:Dmel_CG1632	ncbi-geneid:31763
dme:Dmel_CG1633	ncbi-geneid:53578
dme:Dmel_CG1634	ncbi-geneid:31792
dme:Dmel_CG1635	ncbi-geneid:43720
dme:Dmel_CG1636	ncbi-geneid:31766
dme:Dmel_CG1637	ncbi-geneid:32019
dme:Dmel_CG1638	ncbi-geneid:43721
dme:Dmel_CG1639	ncbi-geneid:32069
dme:Dmel_CG1640	ncbi-geneid:32292
dme:Dmel_CG1641	ncbi-geneid:32068
dme:Dmel_CG1643	ncbi-geneid:31666
dme:Dmel_CG1644	ncbi-geneid:33127
dme:Dmel_CG1646	ncbi-geneid:43399
dme:Dmel_CG1647	ncbi-geneid:43401
dme:Dmel_CG1648	ncbi-geneid:36009
dme:Dmel_CG1650	ncbi-geneid:35942
dme:Dmel_CG1651	ncbi-geneid:43770
dme:Dmel_CG1652	ncbi-geneid:53522
dme:Dmel_CG1655	ncbi-geneid:32016
dme:Dmel_CG1656	ncbi-geneid:53523
dme:Dmel_CG1657	ncbi-geneid:32070
dme:Dmel_CG1659	ncbi-geneid:31664
dme:Dmel_CG1660	ncbi-geneid:32294
dme:Dmel_CG1662	ncbi-geneid:32296
dme:Dmel_CG1663	ncbi-geneid:36012
dme:Dmel_CG1664	ncbi-geneid:43944
dme:Dmel_CG1665	ncbi-geneid:36014
dme:Dmel_CG1666	ncbi-geneid:33118
dme:Dmel_CG1667	ncbi-geneid:36016
dme:Dmel_CG1668	ncbi-geneid:33040
dme:Dmel_CG1669	ncbi-geneid:35667
dme:Dmel_CG1670	ncbi-geneid:33038
dme:Dmel_CG16700	ncbi-geneid:32694
dme:Dmel_CG16704	ncbi-geneid:33589
dme:Dmel_CG16705	ncbi-geneid:42791
dme:Dmel_CG16707	ncbi-geneid:39137
dme:Dmel_CG16708	ncbi-geneid:40640
dme:Dmel_CG1671	ncbi-geneid:36019
dme:Dmel_CG16710	ncbi-geneid:42790
dme:Dmel_CG16711	ncbi-geneid:39135
dme:Dmel_CG16712	ncbi-geneid:33592
dme:Dmel_CG16713	ncbi-geneid:33591
dme:Dmel_CG16716	ncbi-geneid:37253
dme:Dmel_CG16717	ncbi-geneid:39129
dme:Dmel_CG16718	ncbi-geneid:42340
dme:Dmel_CG16719	ncbi-geneid:39131
dme:Dmel_CG16720	ncbi-geneid:37196
dme:Dmel_CG16721	ncbi-geneid:31520
dme:Dmel_CG16723	ncbi-geneid:42781
dme:Dmel_CG16724	ncbi-geneid:39849
dme:Dmel_CG16725	ncbi-geneid:39844
dme:Dmel_CG16727	ncbi-geneid:42338
dme:Dmel_CG16728	ncbi-geneid:36122
dme:Dmel_CG1673	ncbi-geneid:32297
dme:Dmel_CG16732	ncbi-geneid:42775
dme:Dmel_CG16733	ncbi-geneid:41098
dme:Dmel_CG16734	ncbi-geneid:41100
dme:Dmel_CG16736	ncbi-geneid:41101
dme:Dmel_CG16738	ncbi-geneid:33607
dme:Dmel_CG16739	ncbi-geneid:37307
dme:Dmel_CG1674	ncbi-geneid:43780
dme:Dmel_CG16740	ncbi-geneid:42261
dme:Dmel_CG16741	ncbi-geneid:59232
dme:Dmel_CG16742	ncbi-geneid:37331
dme:Dmel_CG16743	ncbi-geneid:34517
dme:Dmel_CG16747	ncbi-geneid:36307
dme:Dmel_CG16749	ncbi-geneid:41111
dme:Dmel_CG1675	ncbi-geneid:36022
dme:Dmel_CG16752	ncbi-geneid:31463
dme:Dmel_CG16753	ncbi-geneid:38365
dme:Dmel_CG16755	ncbi-geneid:41119
dme:Dmel_CG16756	ncbi-geneid:31460
dme:Dmel_CG16757	ncbi-geneid:46194
dme:Dmel_CG16758	ncbi-geneid:38315
dme:Dmel_CG1676	ncbi-geneid:33043
dme:Dmel_CG16761	ncbi-geneid:38311
dme:Dmel_CG16762	ncbi-geneid:38310
dme:Dmel_CG16766	ncbi-geneid:42135
dme:Dmel_CG1677	ncbi-geneid:31662
dme:Dmel_CG16771	ncbi-geneid:35218
dme:Dmel_CG16772	ncbi-geneid:35281
dme:Dmel_CG16775	ncbi-geneid:39993
dme:Dmel_CG16778	ncbi-geneid:38007
dme:Dmel_CG16779	ncbi-geneid:41134
dme:Dmel_CG1678	ncbi-geneid:33121
dme:Dmel_CG16781	ncbi-geneid:31315
dme:Dmel_CG16782	ncbi-geneid:31313
dme:Dmel_CG16783	ncbi-geneid:37808
dme:Dmel_CG16784	ncbi-geneid:35292
dme:Dmel_CG16785	ncbi-geneid:31023
dme:Dmel_CG16786	ncbi-geneid:37856
dme:Dmel_CG16787	ncbi-geneid:37811
dme:Dmel_CG16788	ncbi-geneid:41147
dme:Dmel_CG16789	ncbi-geneid:41154
dme:Dmel_CG16790	ncbi-geneid:41155
dme:Dmel_CG16791	ncbi-geneid:42531
dme:Dmel_CG16792	ncbi-geneid:36314
dme:Dmel_CG16793	ncbi-geneid:39932
dme:Dmel_CG16798	ncbi-geneid:35308
dme:Dmel_CG16799	ncbi-geneid:37340
dme:Dmel_CG16800	ncbi-geneid:34693
dme:Dmel_CG16801	ncbi-geneid:36702
dme:Dmel_CG16807	ncbi-geneid:39818
dme:Dmel_CG1681	ncbi-geneid:32299
dme:Dmel_CG16812	ncbi-geneid:34722
dme:Dmel_CG16813	ncbi-geneid:34724
dme:Dmel_CG16815	ncbi-geneid:34725
dme:Dmel_CG16817	ncbi-geneid:41173
dme:Dmel_CG16820	ncbi-geneid:34730
dme:Dmel_CG16824	ncbi-geneid:5740834
dme:Dmel_CG16825	ncbi-geneid:34739
dme:Dmel_CG16826	ncbi-geneid:34741
dme:Dmel_CG16827	ncbi-geneid:36693
dme:Dmel_CG1683	ncbi-geneid:32008
dme:Dmel_CG16833	ncbi-geneid:47729
dme:Dmel_CG16834	ncbi-geneid:53516
dme:Dmel_CG16836	ncbi-geneid:50208
dme:Dmel_CG16837	ncbi-geneid:37904
dme:Dmel_CG16838	ncbi-geneid:39770
dme:Dmel_CG16840	ncbi-geneid:34528
dme:Dmel_CG16844	ncbi-geneid:50209
dme:Dmel_CG16848	ncbi-geneid:34759
dme:Dmel_CG1685	ncbi-geneid:33112
dme:Dmel_CG16852	ncbi-geneid:34769
dme:Dmel_CG16853	ncbi-geneid:34771
dme:Dmel_CG16854	ncbi-geneid:34539
dme:Dmel_CG16857	ncbi-geneid:33635
dme:Dmel_CG16858	ncbi-geneid:33726
dme:Dmel_CG16863	ncbi-geneid:34784
dme:Dmel_CG16865	ncbi-geneid:34788
dme:Dmel_CG16868	ncbi-geneid:37298
dme:Dmel_CG16869	ncbi-geneid:34806
dme:Dmel_CG16870	ncbi-geneid:34807
dme:Dmel_CG16873	ncbi-geneid:34815
dme:Dmel_CG16874	ncbi-geneid:34558
dme:Dmel_CG16876	ncbi-geneid:34824
dme:Dmel_CG1688	ncbi-geneid:36005
dme:Dmel_CG16880	ncbi-geneid:48772
dme:Dmel_CG16884	ncbi-geneid:34812
dme:Dmel_CG16885	ncbi-geneid:34811
dme:Dmel_CG16886	ncbi-geneid:34809
dme:Dmel_CG16888	ncbi-geneid:34789
dme:Dmel_CG16889	ncbi-geneid:34787
dme:Dmel_CG1689	ncbi-geneid:31883
dme:Dmel_CG16890	ncbi-geneid:34781
dme:Dmel_CG16892	ncbi-geneid:31881
dme:Dmel_CG16894	ncbi-geneid:37280
dme:Dmel_CG16896	ncbi-geneid:37977
dme:Dmel_CG16898	ncbi-geneid:37276
dme:Dmel_CG1690	ncbi-geneid:36004
dme:Dmel_CG16901	ncbi-geneid:41666
dme:Dmel_CG16903	ncbi-geneid:31178
dme:Dmel_CG16904	ncbi-geneid:41212
dme:Dmel_CG16905	ncbi-geneid:41211
dme:Dmel_CG16908	ncbi-geneid:41189
dme:Dmel_CG1691	ncbi-geneid:32009
dme:Dmel_CG16910	ncbi-geneid:37967
dme:Dmel_CG16912	ncbi-geneid:37965
dme:Dmel_CG16914	ncbi-geneid:37963
dme:Dmel_CG16916	ncbi-geneid:32047
dme:Dmel_CG1692	ncbi-geneid:33045
dme:Dmel_CG16926	ncbi-geneid:50205
dme:Dmel_CG16928	ncbi-geneid:34565
dme:Dmel_CG1693	ncbi-geneid:33109
dme:Dmel_CG16931	ncbi-geneid:39700
dme:Dmel_CG16932	ncbi-geneid:37961
dme:Dmel_CG16935	ncbi-geneid:36540
dme:Dmel_CG16936	ncbi-geneid:37960
dme:Dmel_CG16940	ncbi-geneid:38034
dme:Dmel_CG16941	ncbi-geneid:42048
dme:Dmel_CG16944	ncbi-geneid:32007
dme:Dmel_CG16947	ncbi-geneid:33901
dme:Dmel_CG1695	ncbi-geneid:33046
dme:Dmel_CG16952	ncbi-geneid:32546
dme:Dmel_CG16953	ncbi-geneid:42437
dme:Dmel_CG16954	ncbi-geneid:34763
dme:Dmel_CG16956	ncbi-geneid:34760
dme:Dmel_CG16957	ncbi-geneid:34755
dme:Dmel_CG16959	ncbi-geneid:39648
dme:Dmel_CG1696	ncbi-geneid:33107
dme:Dmel_CG16960	ncbi-geneid:34601
dme:Dmel_CG16961	ncbi-geneid:34602
dme:Dmel_CG16963	ncbi-geneid:34604
dme:Dmel_CG16964	ncbi-geneid:34605
dme:Dmel_CG16965	ncbi-geneid:34607
dme:Dmel_CG16969	ncbi-geneid:34610
dme:Dmel_CG1697	ncbi-geneid:32109
dme:Dmel_CG16972	ncbi-geneid:34715
dme:Dmel_CG16973	ncbi-geneid:44030
dme:Dmel_CG16974	ncbi-geneid:34713
dme:Dmel_CG16975	ncbi-geneid:34709
dme:Dmel_CG16978	ncbi-geneid:50446
dme:Dmel_CG16979	ncbi-geneid:39687
dme:Dmel_CG1698	ncbi-geneid:36006
dme:Dmel_CG16982	ncbi-geneid:31014
dme:Dmel_CG16983	ncbi-geneid:31016
dme:Dmel_CG16984	ncbi-geneid:38322
dme:Dmel_CG16985	ncbi-geneid:38323
dme:Dmel_CG16986	ncbi-geneid:38325
dme:Dmel_CG16987	ncbi-geneid:33474
dme:Dmel_CG16988	ncbi-geneid:53445
dme:Dmel_CG16989	ncbi-geneid:31026
dme:Dmel_CG16991	ncbi-geneid:38836
dme:Dmel_CG16992	ncbi-geneid:38839
dme:Dmel_CG16993	ncbi-geneid:40246
dme:Dmel_CG16995	ncbi-geneid:33413
dme:Dmel_CG16996	ncbi-geneid:34637
dme:Dmel_CG16997	ncbi-geneid:34638
dme:Dmel_CG16998	ncbi-geneid:38847
dme:Dmel_CG17002	ncbi-geneid:35610
dme:Dmel_CG17003	ncbi-geneid:33006
dme:Dmel_CG17005	ncbi-geneid:34249
dme:Dmel_CG17009	ncbi-geneid:34244
dme:Dmel_CG1701	ncbi-geneid:35661
dme:Dmel_CG17010	ncbi-geneid:34650
dme:Dmel_CG17011	ncbi-geneid:53541
dme:Dmel_CG17012	ncbi-geneid:33407
dme:Dmel_CG17018	ncbi-geneid:49895
dme:Dmel_CG17019	ncbi-geneid:36425
dme:Dmel_CG1702	ncbi-geneid:33047
dme:Dmel_CG17023	ncbi-geneid:3354919
dme:Dmel_CG17026	ncbi-geneid:39739
dme:Dmel_CG17027	ncbi-geneid:39742
dme:Dmel_CG17028	ncbi-geneid:39741
dme:Dmel_CG17029	ncbi-geneid:39740
dme:Dmel_CG1703	ncbi-geneid:32112
dme:Dmel_CG17030	ncbi-geneid:38591
dme:Dmel_CG17031	ncbi-geneid:34667
dme:Dmel_CG17032	ncbi-geneid:39736
dme:Dmel_CG17033	ncbi-geneid:39735
dme:Dmel_CG17035	ncbi-geneid:39734
dme:Dmel_CG17036	ncbi-geneid:34679
dme:Dmel_CG17044	ncbi-geneid:41652
dme:Dmel_CG17045	ncbi-geneid:41651
dme:Dmel_CG17046	ncbi-geneid:38067
dme:Dmel_CG17047	ncbi-geneid:36478
dme:Dmel_CG17048	ncbi-geneid:36479
dme:Dmel_CG1705	ncbi-geneid:32114
dme:Dmel_CG17051	ncbi-geneid:33111
dme:Dmel_CG17052	ncbi-geneid:33022
dme:Dmel_CG17058	ncbi-geneid:33023
dme:Dmel_CG17059	ncbi-geneid:50227
dme:Dmel_CG17060	ncbi-geneid:33025
dme:Dmel_CG17061	ncbi-geneid:38057
dme:Dmel_CG17063	ncbi-geneid:31645
dme:Dmel_CG17064	ncbi-geneid:36498
dme:Dmel_CG17065	ncbi-geneid:33026
dme:Dmel_CG17068	ncbi-geneid:33024
dme:Dmel_CG1707	ncbi-geneid:35656
dme:Dmel_CG17075	ncbi-geneid:33191
dme:Dmel_CG17077	ncbi-geneid:42757
dme:Dmel_CG17078	ncbi-geneid:33195
dme:Dmel_CG1708	ncbi-geneid:35653
dme:Dmel_CG17081	ncbi-geneid:39647
dme:Dmel_CG17082	ncbi-geneid:3355133
dme:Dmel_CG17083	ncbi-geneid:42755
dme:Dmel_CG17084	ncbi-geneid:38056
dme:Dmel_CG1709	ncbi-geneid:43442
dme:Dmel_CG17090	ncbi-geneid:38070
dme:Dmel_CG17097	ncbi-geneid:34461
dme:Dmel_CG17098	ncbi-geneid:34462
dme:Dmel_CG1710	ncbi-geneid:43788
dme:Dmel_CG17100	ncbi-geneid:44669
dme:Dmel_CG17104	ncbi-geneid:34465
dme:Dmel_CG17105	ncbi-geneid:34466
dme:Dmel_CG17107	ncbi-geneid:34467
dme:Dmel_CG17108	ncbi-geneid:34471
dme:Dmel_CG17109	ncbi-geneid:42730
dme:Dmel_CG17110	ncbi-geneid:42729
dme:Dmel_CG17111	ncbi-geneid:42727
dme:Dmel_CG17116	ncbi-geneid:43980
dme:Dmel_CG17117	ncbi-geneid:41273
dme:Dmel_CG17118	ncbi-geneid:34478
dme:Dmel_CG17119	ncbi-geneid:42723
dme:Dmel_CG1712	ncbi-geneid:35655
dme:Dmel_CG17121	ncbi-geneid:42721
dme:Dmel_CG17122	ncbi-geneid:40226
dme:Dmel_CG17124	ncbi-geneid:34485
dme:Dmel_CG17127	ncbi-geneid:34489
dme:Dmel_CG17129	ncbi-geneid:38080
dme:Dmel_CG17131	ncbi-geneid:3354987
dme:Dmel_CG17134	ncbi-geneid:34494
dme:Dmel_CG17136	ncbi-geneid:41294
dme:Dmel_CG17137	ncbi-geneid:34499
dme:Dmel_CG17139	ncbi-geneid:34497
dme:Dmel_CG17140	ncbi-geneid:3885616
dme:Dmel_CG17141	ncbi-geneid:42697
dme:Dmel_CG17142	ncbi-geneid:38037
dme:Dmel_CG17143	ncbi-geneid:38033
dme:Dmel_CG17145	ncbi-geneid:40215
dme:Dmel_CG17146	ncbi-geneid:39396
dme:Dmel_CG17147	ncbi-geneid:40216
dme:Dmel_CG17148	ncbi-geneid:39393
dme:Dmel_CG17149	ncbi-geneid:40217
dme:Dmel_CG1715	ncbi-geneid:43672
dme:Dmel_CG17150	ncbi-geneid:38586
dme:Dmel_CG17152	ncbi-geneid:39378
dme:Dmel_CG17153	ncbi-geneid:39375
dme:Dmel_CG17154	ncbi-geneid:39373
dme:Dmel_CG17158	ncbi-geneid:33346
dme:Dmel_CG17159	ncbi-geneid:5740147
dme:Dmel_CG1716	ncbi-geneid:32301
dme:Dmel_CG17161	ncbi-geneid:34993
dme:Dmel_CG17162	ncbi-geneid:5740457
dme:Dmel_CG17163	ncbi-geneid:3354988
dme:Dmel_CG17166	ncbi-geneid:39627
dme:Dmel_CG17167	ncbi-geneid:3354991
dme:Dmel_CG17168	ncbi-geneid:3354996
dme:Dmel_CG17169	ncbi-geneid:3354995
dme:Dmel_CG17170	ncbi-geneid:3354994
dme:Dmel_CG17172	ncbi-geneid:5740592
dme:Dmel_CG17173	ncbi-geneid:39609
dme:Dmel_CG17174	ncbi-geneid:53427
dme:Dmel_CG17176	ncbi-geneid:53432
dme:Dmel_CG17177	ncbi-geneid:39601
dme:Dmel_CG17178	ncbi-geneid:53426
dme:Dmel_CG1718	ncbi-geneid:33103
dme:Dmel_CG17180	ncbi-geneid:38068
dme:Dmel_CG17181	ncbi-geneid:38072
dme:Dmel_CG17183	ncbi-geneid:38078
dme:Dmel_CG17184	ncbi-geneid:41353
dme:Dmel_CG17186	ncbi-geneid:42363
dme:Dmel_CG17187	ncbi-geneid:41351
dme:Dmel_CG17189	ncbi-geneid:43263
dme:Dmel_CG17190	ncbi-geneid:42386
dme:Dmel_CG17191	ncbi-geneid:43249
dme:Dmel_CG17192	ncbi-geneid:43248
dme:Dmel_CG17193	ncbi-geneid:50044
dme:Dmel_CG17195	ncbi-geneid:43113
dme:Dmel_CG17196	ncbi-geneid:43112
dme:Dmel_CG17197	ncbi-geneid:43111
dme:Dmel_CG17198	ncbi-geneid:43110
dme:Dmel_CG17199	ncbi-geneid:42401
dme:Dmel_CG17200	ncbi-geneid:53504
dme:Dmel_CG17202	ncbi-geneid:41526
dme:Dmel_CG17207	ncbi-geneid:2768665
dme:Dmel_CG17209	ncbi-geneid:32524
dme:Dmel_CG1721	ncbi-geneid:43447
dme:Dmel_CG17210	ncbi-geneid:41357
dme:Dmel_CG17211	ncbi-geneid:34639
dme:Dmel_CG17212	ncbi-geneid:34640
dme:Dmel_CG17213	ncbi-geneid:34641
dme:Dmel_CG17216	ncbi-geneid:41361
dme:Dmel_CG17217	ncbi-geneid:34644
dme:Dmel_CG17218	ncbi-geneid:34646
dme:Dmel_CG17219	ncbi-geneid:33515
dme:Dmel_CG1722	ncbi-geneid:33101
dme:Dmel_CG17221	ncbi-geneid:33521
dme:Dmel_CG17223	ncbi-geneid:33512
dme:Dmel_CG17224	ncbi-geneid:33510
dme:Dmel_CG17226	ncbi-geneid:37716
dme:Dmel_CG17227	ncbi-geneid:41518
dme:Dmel_CG17228	ncbi-geneid:41363
dme:Dmel_CG17230	ncbi-geneid:41376
dme:Dmel_CG17233	ncbi-geneid:40220
dme:Dmel_CG17234	ncbi-geneid:59225
dme:Dmel_CG17237	ncbi-geneid:33411
dme:Dmel_CG17239	ncbi-geneid:59224
dme:Dmel_CG1724	ncbi-geneid:33097
dme:Dmel_CG17240	ncbi-geneid:33406
dme:Dmel_CG17241	ncbi-geneid:42711
dme:Dmel_CG17242	ncbi-geneid:59226
dme:Dmel_CG17244	ncbi-geneid:42709
dme:Dmel_CG17245	ncbi-geneid:43766
dme:Dmel_CG17246	ncbi-geneid:37228
dme:Dmel_CG17248	ncbi-geneid:38196
dme:Dmel_CG17249	ncbi-geneid:38201
dme:Dmel_CG1725	ncbi-geneid:32083
dme:Dmel_CG17250	ncbi-geneid:35514
dme:Dmel_CG17252	ncbi-geneid:31890
dme:Dmel_CG17255	ncbi-geneid:31976
dme:Dmel_CG17256	ncbi-geneid:31696
dme:Dmel_CG17257	ncbi-geneid:33516
dme:Dmel_CG17258	ncbi-geneid:33517
dme:Dmel_CG17259	ncbi-geneid:33518
dme:Dmel_CG17260	ncbi-geneid:33519
dme:Dmel_CG17261	ncbi-geneid:33522
dme:Dmel_CG17262	ncbi-geneid:33520
dme:Dmel_CG17264	ncbi-geneid:33511
dme:Dmel_CG17265	ncbi-geneid:33509
dme:Dmel_CG17266	ncbi-geneid:35571
dme:Dmel_CG17267	ncbi-geneid:42454
dme:Dmel_CG17268	ncbi-geneid:42457
dme:Dmel_CG17269	ncbi-geneid:2768674
dme:Dmel_CG17270	ncbi-geneid:42462
dme:Dmel_CG17271	ncbi-geneid:42463
dme:Dmel_CG17272	ncbi-geneid:42465
dme:Dmel_CG17273	ncbi-geneid:42466
dme:Dmel_CG17278	ncbi-geneid:50050
dme:Dmel_CG17279	ncbi-geneid:42489
dme:Dmel_CG1728	ncbi-geneid:32081
dme:Dmel_CG17280	ncbi-geneid:37728
dme:Dmel_CG17282	ncbi-geneid:42503
dme:Dmel_CG17283	ncbi-geneid:42094
dme:Dmel_CG17284	ncbi-geneid:42506
dme:Dmel_CG17285	ncbi-geneid:39566
dme:Dmel_CG17286	ncbi-geneid:39850
dme:Dmel_CG17287	ncbi-geneid:36939
dme:Dmel_CG17290	ncbi-geneid:36938
dme:Dmel_CG17291	ncbi-geneid:2768940
dme:Dmel_CG17292	ncbi-geneid:34152
dme:Dmel_CG17293	ncbi-geneid:34153
dme:Dmel_CG17294	ncbi-geneid:34155
dme:Dmel_CG17295	ncbi-geneid:34158
dme:Dmel_CG17298	ncbi-geneid:42529
dme:Dmel_CG17299	ncbi-geneid:42515
dme:Dmel_CG17300	ncbi-geneid:39489
dme:Dmel_CG17301	ncbi-geneid:33449
dme:Dmel_CG17302	ncbi-geneid:33451
dme:Dmel_CG1732	ncbi-geneid:43805
dme:Dmel_CG17320	ncbi-geneid:44183
dme:Dmel_CG17321	ncbi-geneid:35144
dme:Dmel_CG17322	ncbi-geneid:35139
