dme:Dmel_CG10000	up:Q8MYY6
dme:Dmel_CG17377	up:Q95SJ2
dme:Dmel_CG17378	up:Q8IPJ2
dme:Dmel_CG1738	up:Q9VZ02
dme:Dmel_CG17380	up:Q9VCM3
dme:Dmel_CG17381	up:Q9VCM1
dme:Dmel_CG17382	up:Q9VCM0
dme:Dmel_CG17383	up:Q9VBP5
dme:Dmel_CG17385	up:Q4V6X9
dme:Dmel_CG17386	up:A1Z9R1
dme:Dmel_CG17387	up:Q9VN57
dme:Dmel_CG17397	up:Q9W5P1
dme:Dmel_CG17397	up:A0A1B2AKZ9
dme:Dmel_CG1740	up:A8JUT4
dme:Dmel_CG17404	up:Q9VGC0
dme:Dmel_CG1742	up:Q8SY70
dme:Dmel_CG17420	up:O17445
dme:Dmel_CG17420	up:A8Y560
dme:Dmel_CG1743	up:P20478
dme:Dmel_CG1743	up:X2JJG8
dme:Dmel_CG17436	up:O96689
dme:Dmel_CG17437	up:Q9V3J8
dme:Dmel_CG17437	up:M9NDM4
dme:Dmel_CG1744	up:P12024
dme:Dmel_CG1744	up:F0JAG8
dme:Dmel_CG17440	up:Q8T3Y1
dme:Dmel_CG17446	up:Q9W352
dme:Dmel_CG1745	up:M9PHL2
dme:Dmel_CG17450	up:Q8I044
dme:Dmel_CG17453	up:Q9V776
dme:Dmel_CG17453	up:C9QPG6
dme:Dmel_CG17454	up:Q95RI7
dme:Dmel_CG1746	up:Q6NN09
dme:Dmel_CG17461	up:Q9V4A1
dme:Dmel_CG17462	up:Q9VC07
dme:Dmel_CG1747	up:Q9VYY8
dme:Dmel_CG17470	up:Q9VIL4
dme:Dmel_CG17471	up:Q8SXX1
dme:Dmel_CG17472	up:Q9VIL5
dme:Dmel_CG17475	up:Q9VEM8
dme:Dmel_CG17477	up:Q9VEN0
dme:Dmel_CG17484	up:Q7PLI0
dme:Dmel_CG17486	up:Q5LJP9
dme:Dmel_CG17489	up:Q9W5R8
dme:Dmel_CG17489	up:R9Q794
dme:Dmel_CG1749	up:Q9VYY3
dme:Dmel_CG1749	up:T1W131
dme:Dmel_CG17490	up:Q95RQ7
dme:Dmel_CG17492	up:Q9VJ14
dme:Dmel_CG17493	up:M9PGG8
dme:Dmel_CG17494	up:Q9W5R5
dme:Dmel_CG17498	up:Q9VRQ2
dme:Dmel_CG1750	up:Q9V9Z0
dme:Dmel_CG17508	up:E3CTS2
dme:Dmel_CG17509	up:A1Z8S6
dme:Dmel_CG1751	up:Q9VYY2
dme:Dmel_CG1751	up:B4F5U4
dme:Dmel_CG17510	up:B7YZT2
dme:Dmel_CG17514	up:Q7PLL6
dme:Dmel_CG17515	up:Q7PLE9
dme:Dmel_CG17520	up:P08181
dme:Dmel_CG17520	up:A4V2B8
dme:Dmel_CG17521	up:O61231
dme:Dmel_CG17521	up:M9PIM0
dme:Dmel_CG17522	up:Q4V6J1
dme:Dmel_CG17523	up:Q7JYZ9
dme:Dmel_CG17524	up:A1ZB68
dme:Dmel_CG17525	up:A1ZB69
dme:Dmel_CG17527	up:A1ZB70
dme:Dmel_CG17528	up:Q7PLI7
dme:Dmel_CG1753	up:Q9VRD9
dme:Dmel_CG17530	up:A1ZB71
dme:Dmel_CG17531	up:A1ZB72
dme:Dmel_CG17533	up:A1ZB73
dme:Dmel_CG17534	up:Q7K8X7
dme:Dmel_CG17540	up:Q7PL82
dme:Dmel_CG17544	up:Q9VIX4
dme:Dmel_CG17549	up:Q9VIX6
dme:Dmel_CG17556	up:Q9VEQ1
dme:Dmel_CG17559	up:Q9V422
dme:Dmel_CG17559	up:M9PG69
dme:Dmel_CG17560	up:Q9VES6
dme:Dmel_CG17562	up:Q9VES7
dme:Dmel_CG17564	up:Q9VIY3
dme:Dmel_CG17565	up:Q9VEV7
dme:Dmel_CG17566	up:P42271
dme:Dmel_CG17566	up:M9PDN9
dme:Dmel_CG17568	up:Q9VIY9
dme:Dmel_CG17569	up:Q8IRE3
dme:Dmel_CG17570	up:Q9W5U9
dme:Dmel_CG17571	up:Q9W5U8
dme:Dmel_CG17572	up:Q8SXE1
dme:Dmel_CG17574	up:A8DYC3
dme:Dmel_CG17575	up:A0A0B4JCT2
dme:Dmel_CG17577	up:Q9V6H1
dme:Dmel_CG17579	up:P21520
dme:Dmel_CG17580	up:Q7JW78
dme:Dmel_CG17584	up:Q9V6H2
dme:Dmel_CG1759	up:P09085
dme:Dmel_CG17592	up:Q9W4J8
dme:Dmel_CG17593	up:Q9VQR9
dme:Dmel_CG17594	up:Q7PL95
dme:Dmel_CG17596	up:Q9VR61
dme:Dmel_CG17597	up:Q9VJ44
dme:Dmel_CG17598	up:Q9VR62
dme:Dmel_CG17599	up:Q9VR64
dme:Dmel_CG17600	up:Q9VR63
dme:Dmel_CG17601	up:Q9VR65
dme:Dmel_CG17603	up:P51123
dme:Dmel_CG17604	up:Q9VF37
dme:Dmel_CG17608	up:Q7KTI0
dme:Dmel_CG17610	up:P42287
dme:Dmel_CG17611	up:P56538
dme:Dmel_CG17612	up:Q9VQY7
dme:Dmel_CG1762	up:Q27591
dme:Dmel_CG1762	up:A0A0S0WGT1
dme:Dmel_CG17625	up:Q9VCW5
dme:Dmel_CG1763	up:P18105
dme:Dmel_CG1763	up:X2JEV2
dme:Dmel_CG17632	up:P12428
dme:Dmel_CG17632	up:A0A0B4LHB3
dme:Dmel_CG17633	up:Q9VL86
dme:Dmel_CG17636	up:Q9XZS5
dme:Dmel_CG17637	up:Q9VPD9
dme:Dmel_CG17639	up:B7Z0S9
dme:Dmel_CG1764	up:Q9VYF0
dme:Dmel_CG17642	up:Q9VQ35
dme:Dmel_CG17645	up:Q9VGB6
dme:Dmel_CG17646	up:Q8T9E6
dme:Dmel_CG17648	up:Q9VQ43
dme:Dmel_CG1765	up:P34021
dme:Dmel_CG1765	up:E1JGY2
dme:Dmel_CG17650	up:Q9VQ44
dme:Dmel_CG17652	up:Q9VQ40
dme:Dmel_CG17654	up:P15007
dme:Dmel_CG17657	up:Q9VQ36
dme:Dmel_CG17657	up:M9PBR4
dme:Dmel_CG17658	up:Q9W1H2
dme:Dmel_CG17660	up:Q9VQ34
dme:Dmel_CG17662	up:Q9W1M2
dme:Dmel_CG17664	up:Q9W1M3
dme:Dmel_CG17665	up:Q7PLS8
dme:Dmel_CG17666	up:Q8IQI1
dme:Dmel_CG17669	up:A1ZB91
dme:Dmel_CG17672	up:Q8IQI9
dme:Dmel_CG17673	up:P05623
dme:Dmel_CG17673	up:E3W289
dme:Dmel_CG17678	up:P25157
dme:Dmel_CG17678	up:M9PDM5
dme:Dmel_CG1768	up:P48608
dme:Dmel_CG1768	up:M9PDV1
dme:Dmel_CG17680	up:Q7JX57
dme:Dmel_CG17680	up:A0A1B2AJ28
dme:Dmel_CG17681	up:Q9VJA0
dme:Dmel_CG17683	up:Q8SYS7
dme:Dmel_CG17684	up:A0A0C4DHM8
dme:Dmel_CG17686	up:Q8MRC7
dme:Dmel_CG17689	up:Q2PDX8
dme:Dmel_CG17691	up:Q7PLE6
dme:Dmel_CG17697	up:P18537
dme:Dmel_CG17698	up:Q5LJP5
dme:Dmel_CG1770	up:Q59E49
dme:Dmel_CG17704	up:Q7PLI2
dme:Dmel_CG17707	up:A8JUS7
dme:Dmel_CG1771	up:Q24247
dme:Dmel_CG17712	up:Q9Y153
dme:Dmel_CG17715	up:Q5LJR0
dme:Dmel_CG17716	up:A1Z9G5
dme:Dmel_CG17717	up:Q9W3Y8
dme:Dmel_CG1772	up:Q7JNL9
dme:Dmel_CG17721	up:Q9VGQ7
dme:Dmel_CG17723	up:M9PEG6
dme:Dmel_CG17724	up:A0A0B4KEP6
dme:Dmel_CG17725	up:P20007
dme:Dmel_CG17726	up:Q9VGR2
dme:Dmel_CG17726	up:B5RJL4
dme:Dmel_CG1773	up:Q7K2L4
dme:Dmel_CG17732	up:M9MS64
dme:Dmel_CG17734	up:A0A0B4K6E6
dme:Dmel_CG17736	up:Q9VW64
dme:Dmel_CG17737	up:Q9VZS3
dme:Dmel_CG17737	up:A0A1B2AJV1
dme:Dmel_CG17738	up:Q9VGB1
dme:Dmel_CG17739	up:Q7K3Y9
dme:Dmel_CG1774	up:Q9V9W4
dme:Dmel_CG17743	up:Q8ST83
dme:Dmel_CG17744	up:Q9VS07
dme:Dmel_CG17746	up:Q9VZS1
dme:Dmel_CG1775	up:O62609
dme:Dmel_CG17751	up:Q9VDV8
dme:Dmel_CG17752	up:Q9VDV7
dme:Dmel_CG17753	up:E1JH26
dme:Dmel_CG17754	up:X2JD28
dme:Dmel_CG17759	up:P23625
dme:Dmel_CG17760	up:Q8MQV5
dme:Dmel_CG17762	up:Q9VYK6
dme:Dmel_CG17764	up:Q9W4D8
dme:Dmel_CG17765	up:Q7K2L7
dme:Dmel_CG17766	up:Q9W543
dme:Dmel_CG17767	up:Q9Y0V3
dme:Dmel_CG17767	up:N0A2V5
dme:Dmel_CG17768	up:Q9VKW8
dme:Dmel_CG17769	up:P49258
dme:Dmel_CG17769	up:A0A1B2AJ49
dme:Dmel_CG17770	up:Q9VBM0
dme:Dmel_CG17776	up:Q9W513
dme:Dmel_CG17777	up:Q9W512
dme:Dmel_CG17778	up:Q8MYW2
dme:Dmel_CG17780	up:Q8SXI0
dme:Dmel_CG17781	up:Q9VC79
dme:Dmel_CG17782	up:Q9VC80
dme:Dmel_CG17784	up:Q9VC84
dme:Dmel_CG17785	up:Q8SZ63
dme:Dmel_CG17786	up:Q9VCB5
dme:Dmel_CG17795	up:Q9VRN2
dme:Dmel_CG17797	up:O46197
dme:Dmel_CG17799	up:Q9VLM0
dme:Dmel_CG1780	up:Q9W303
dme:Dmel_CG1780	up:X2JEB6
dme:Dmel_CG17800	up:Q0E9M4
dme:Dmel_CG17801	up:Q9VEF1
dme:Dmel_CG17802	up:Q8SX40
dme:Dmel_CG17803	up:Q9VEF4
dme:Dmel_CG17806	up:Q9VEF3
dme:Dmel_CG17807	up:Q9W232
dme:Dmel_CG17814	up:Q9VLL8
dme:Dmel_CG17816	up:A8JQV2
dme:Dmel_CG17818	up:Q9U9P7
dme:Dmel_CG17819	up:Q9VD65
dme:Dmel_CG1782	up:A0A0B4KF46
dme:Dmel_CG17820	up:Q9VD66
dme:Dmel_CG17821	up:A1ZBD2
dme:Dmel_CG17826	up:Q9VTR2
dme:Dmel_CG17828	up:Q7YZA5
dme:Dmel_CG17829	up:O77260
dme:Dmel_CG1783	up:Q8MR31
dme:Dmel_CG17834	up:Q9VLJ4
dme:Dmel_CG17835	up:P05527
dme:Dmel_CG17836	up:Q8IN74
dme:Dmel_CG17838	up:Q7KSA0
dme:Dmel_CG17839	up:Q0E8E6
dme:Dmel_CG17840	up:Q9VR06
dme:Dmel_CG17843	up:Q9VD61
dme:Dmel_CG1785	up:Q9W3C2
dme:Dmel_CG17853	up:P81918
dme:Dmel_CG17853	up:D3DMX3
dme:Dmel_CG17855	up:Q9VLB2
dme:Dmel_CG17856	up:Q9VAW7
dme:Dmel_CG1786	up:Q9VYQ5
dme:Dmel_CG17866	up:Q5LJP0
dme:Dmel_CG17867	up:Q9VYZ1
dme:Dmel_CG17867	up:E2E510
dme:Dmel_CG17868	up:Q9V3Q2
dme:Dmel_CG17868	up:I6LTT3
dme:Dmel_CG1787	up:Q9W3C4
dme:Dmel_CG17870	up:P29310
dme:Dmel_CG17870	up:A0A0B4KEH0
dme:Dmel_CG17871	up:Q9VUK5
dme:Dmel_CG17876	up:P81641
dme:Dmel_CG17876	up:Q5BIJ9
dme:Dmel_CG17878	up:A0A6I8WFJ4
dme:Dmel_CG17878	up:Q58L88
dme:Dmel_CG17883	up:Q9W5H8
dme:Dmel_CG17885	up:Q9W5G6
dme:Dmel_CG17888	up:M9PEX4
dme:Dmel_CG1789	up:Q9W3C0
dme:Dmel_CG17896	up:Q7KW39
dme:Dmel_CG17903	up:P84029
dme:Dmel_CG17903	up:X2J6D4
dme:Dmel_CG17904	up:Q9VJI9
dme:Dmel_CG17905	up:Q9VJI8
dme:Dmel_CG17906	up:Q9VLF7
dme:Dmel_CG17907	up:P07140
dme:Dmel_CG17907	up:E1JIJ8
dme:Dmel_CG1791	up:Q8MR72
dme:Dmel_CG17911	up:Q9VHQ6
dme:Dmel_CG17912	up:A8DZ09
dme:Dmel_CG17914	up:Q9VJI5
dme:Dmel_CG17916	up:Q9VDM1
dme:Dmel_CG17917	up:Q9I7L3
dme:Dmel_CG17919	up:Q9VI09
dme:Dmel_CG1792	up:Q9V9V8
dme:Dmel_CG17921	up:Q06943
dme:Dmel_CG17921	up:A0A0B4LG36
dme:Dmel_CG17922	up:A0A0B4LG93
dme:Dmel_CG17924	up:P16548
dme:Dmel_CG17924	up:A0A1B2AKP6
dme:Dmel_CG17927	up:P05661
dme:Dmel_CG17927	up:E1JHJ3
dme:Dmel_CG17928	up:Q9VJI1
dme:Dmel_CG17929	up:Q9VEW8
dme:Dmel_CG1793	up:Q9V4F9
dme:Dmel_CG17930	up:Q9VEW7
dme:Dmel_CG17931	up:Q9VEW2
dme:Dmel_CG17931	up:A0A0B4KH85
dme:Dmel_CG17932	up:Q9VJH8
dme:Dmel_CG17934	up:Q01643
dme:Dmel_CG17934	up:A0A1B2AK97
dme:Dmel_CG17935	up:Q01645
dme:Dmel_CG17935	up:A0A1B2AL86
dme:Dmel_CG1794	up:Q8MPP3
dme:Dmel_CG17941	up:Q24292
dme:Dmel_CG17941	up:X2J8E9
dme:Dmel_CG17943	up:Q24139
dme:Dmel_CG17943	up:D5A7L2
dme:Dmel_CG17944	up:Q9VI98
dme:Dmel_CG17945	up:Q01644
dme:Dmel_CG17945	up:A0A1B2AL19
dme:Dmel_CG17946	up:Q01642
dme:Dmel_CG17947	up:P35220
dme:Dmel_CG17949	up:P02283
dme:Dmel_CG1795	up:Q9V3I8
dme:Dmel_CG1795	up:C4IXZ6
dme:Dmel_CG17950	up:Q05783
dme:Dmel_CG17950	up:C0MJA0
dme:Dmel_CG17952	up:Q8MLV1
dme:Dmel_CG17956	up:P08175
dme:Dmel_CG17956	up:A0A0B4LH76
dme:Dmel_CG17957	up:P07666
dme:Dmel_CG17957	up:A0A126GV23
dme:Dmel_CG17958	up:P07664
dme:Dmel_CG17959	up:Q9W4U3
dme:Dmel_CG1796	up:Q9VYQ9
dme:Dmel_CG17962	up:P22469
dme:Dmel_CG17970	up:Q9VMS8
dme:Dmel_CG17974	up:Q9W2H3
dme:Dmel_CG17975	up:Q9U622
dme:Dmel_CG17976	up:A0A0B4KEF1
dme:Dmel_CG17977	up:A1Z793
dme:Dmel_CG17982	up:Q9W3J6
dme:Dmel_CG17985	up:Q7K4J7
dme:Dmel_CG17988	up:Q8SXX2
dme:Dmel_CG1799	up:Q07152
dme:Dmel_CG1799	up:A4V488
dme:Dmel_CG17991	up:Q9VB61
dme:Dmel_CG17994	up:A1Z6K9
dme:Dmel_CG17996	up:Q9VJJ1
dme:Dmel_CG17998	up:P32866
dme:Dmel_CG17998	up:A0A0B4KI69
dme:Dmel_CG17999	up:Q9W2R2
dme:Dmel_CG1800	up:A0A0B4KI70
dme:Dmel_CG18000	up:Q24246
dme:Dmel_CG18001	up:Q9W5N2
dme:Dmel_CG18001	up:A0A0B4KED0
dme:Dmel_CG18003	up:A1Z8D3
dme:Dmel_CG18004	up:A1Z8D5
dme:Dmel_CG18005	up:Q9VHH8
dme:Dmel_CG18009	up:Q07DP5
dme:Dmel_CG1801	up:Q9VRG5
dme:Dmel_CG18011	up:Q7K1V0
dme:Dmel_CG18012	up:Q9VEE9
dme:Dmel_CG18013	up:Q9VQY9
dme:Dmel_CG18023	up:P45447
dme:Dmel_CG18023	up:M9NDE9
dme:Dmel_CG18024	up:M9PCZ7
dme:Dmel_CG18028	up:Q7PL76
dme:Dmel_CG1803	up:Q9VYR1
dme:Dmel_CG18030	up:Q9VA66
dme:Dmel_CG18031	up:Q9W508
dme:Dmel_CG18039	up:Q9TVI0
dme:Dmel_CG1804	up:A0A0B4KHL5
dme:Dmel_CG18041	up:A0A0B4KHH6
dme:Dmel_CG18048	up:Q8SX24
dme:Dmel_CG1806	up:Q9VYR3
dme:Dmel_CG18063	up:Q4V459
dme:Dmel_CG18064	up:Q9V449
dme:Dmel_CG18065	up:A1ZBV5
dme:Dmel_CG18066	up:Q7K5J8
dme:Dmel_CG18067	up:A1ZBU8
dme:Dmel_CG18069	up:Q00168
dme:Dmel_CG18069	up:D1YSG7
dme:Dmel_CG18076	up:B7YZG3
dme:Dmel_CG18081	up:Q9VUU7
dme:Dmel_CG18085	up:P13368
dme:Dmel_CG18087	up:P02841
dme:Dmel_CG18088	up:Q9VLG3
dme:Dmel_CG1809	up:Q7K3X8
dme:Dmel_CG18090	up:P09040
dme:Dmel_CG18094	up:Q9VIV5
dme:Dmel_CG18095	up:M9MSI4
dme:Dmel_CG18096	up:Q9NFV8
dme:Dmel_CG1810	up:Q9VY44
dme:Dmel_CG18102	up:P27619
dme:Dmel_CG18102	up:A4V4I8
dme:Dmel_CG18104	up:O76895
dme:Dmel_CG18105	up:Q9W103
dme:Dmel_CG18106	up:O77150
dme:Dmel_CG18107	up:Q8SYA4
dme:Dmel_CG18108	up:P82706
dme:Dmel_CG18109	up:Q4LDP4
dme:Dmel_CG18110	up:Q9VAJ5
dme:Dmel_CG18111	up:Q9VAJ4
dme:Dmel_CG18111	up:D1FYH5
dme:Dmel_CG18112	up:Q9VAG4
dme:Dmel_CG1812	up:Q9VRA7
dme:Dmel_CG18124	up:Q9V3F3
dme:Dmel_CG18125	up:Q7KT95
dme:Dmel_CG18128	up:Q9W1K6
dme:Dmel_CG18130	up:Q9VYR5
dme:Dmel_CG18131	up:Q0E8U8
dme:Dmel_CG18132	up:Q9VQ17
dme:Dmel_CG18135	up:M9PI96
dme:Dmel_CG18136	up:Q9VVV8
dme:Dmel_CG1814	up:A1Z7V9
dme:Dmel_CG18140	up:Q9W5U2
dme:Dmel_CG18140	up:M9PGH3
dme:Dmel_CG18143	up:Q9VMY9
dme:Dmel_CG18144	up:Q9VL05
dme:Dmel_CG18145	up:Q9VL31
dme:Dmel_CG18146	up:Q86BL2
dme:Dmel_CG1815	up:Q7KRS9
dme:Dmel_CG18155	up:Q7KVU5
dme:Dmel_CG18156	up:Q9VS01
dme:Dmel_CG18157	up:Q9VY38
dme:Dmel_CG1817	up:P35992
dme:Dmel_CG18170	up:Q2MGL7
dme:Dmel_CG18171	up:Q9W099
dme:Dmel_CG18173	up:Q9W096
dme:Dmel_CG18174	up:Q9V3H2
dme:Dmel_CG18176	up:Q9VT41
dme:Dmel_CG18177	up:Q95SX8
dme:Dmel_CG18178	up:Q9VT38
dme:Dmel_CG18179	up:Q9VT24
dme:Dmel_CG1818	up:Q9V595
dme:Dmel_CG1818	up:B5RJ76
dme:Dmel_CG18180	up:Q9VT25
dme:Dmel_CG18186	up:A1ZAW9
dme:Dmel_CG18188	up:Q7KHI6
dme:Dmel_CG18190	up:A1ZBF1
dme:Dmel_CG18193	up:Q9VHR9
dme:Dmel_CG18208	up:A0A0B4KHQ6
dme:Dmel_CG1821	up:Q9V597
dme:Dmel_CG18211	up:P35004
dme:Dmel_CG18211	up:A0A0B4LF52
dme:Dmel_CG18212	up:Q9VEH0
dme:Dmel_CG18213	up:A0A0B4LHB6
dme:Dmel_CG18214	up:Q7KVD1
dme:Dmel_CG1822	up:M9PGW8
dme:Dmel_CG18223	up:Q8T4I7
dme:Dmel_CG18231	up:Q9VVQ7
dme:Dmel_CG18233	up:Q9VVQ6
dme:Dmel_CG18234	up:Q9VVQ5
dme:Dmel_CG1824	up:Q9VYL5
dme:Dmel_CG18241	up:Q9VLE6
dme:Dmel_CG18243	up:A1ZAB3
dme:Dmel_CG18247	up:Q24145
dme:Dmel_CG18249	up:E1JJ89
dme:Dmel_CG1825	up:Q7K180
dme:Dmel_CG18250	up:Q8STB9
dme:Dmel_CG18258	up:Q9VX70
dme:Dmel_CG18259	up:Q9VWQ6
dme:Dmel_CG1826	up:Q9W2S3
dme:Dmel_CG18262	up:Q9W3J0
dme:Dmel_CG18265	up:Q9VVH2
dme:Dmel_CG18266	up:Q9VMP0
dme:Dmel_CG18268	up:Q9VHZ8
dme:Dmel_CG18269	up:Q9VMP7
dme:Dmel_CG1827	up:Q8MR45
dme:Dmel_CG18271	up:Q9VN41
dme:Dmel_CG18273	up:Q9I7Z8
dme:Dmel_CG18278	up:Q5BIL9
dme:Dmel_CG18279	up:Q8ML70
dme:Dmel_CG1828	up:Q8IRG6
dme:Dmel_CG18281	up:Q9VPE0
dme:Dmel_CG18284	up:Q9VKS9
dme:Dmel_CG18285	up:Q95T29
dme:Dmel_CG18287	up:Q9VAJ3
dme:Dmel_CG1829	up:Q9VRB3
dme:Dmel_CG1829	up:X2JGA6
dme:Dmel_CG18290	up:P10981
dme:Dmel_CG18290	up:A0A0B4LH50
dme:Dmel_CG18292	up:M9PEA2
dme:Dmel_CG18294	up:Q9VVZ7
dme:Dmel_CG1830	up:X2JEJ4
dme:Dmel_CG18301	up:Q9VKT8
dme:Dmel_CG18302	up:Q9VKT7
dme:Dmel_CG18304	up:M9NCS3
dme:Dmel_CG18313	up:Q9VY34
dme:Dmel_CG18314	up:Q9VZD1
dme:Dmel_CG18315	up:P12426
dme:Dmel_CG18315	up:X2J8L3
dme:Dmel_CG18316	up:A1Z7A5
dme:Dmel_CG18317	up:Q9VQ37
dme:Dmel_CG18319	up:P35128
dme:Dmel_CG18319	up:E1JJN1
dme:Dmel_CG1832	up:Q8IGP5
dme:Dmel_CG18321	up:M9PDI0
dme:Dmel_CG18324	up:Q7K2Y2
dme:Dmel_CG18327	up:A1Z9L9
dme:Dmel_CG18330	up:Q9W0D9
dme:Dmel_CG18331	up:Q7KUH2
dme:Dmel_CG18332	up:Q8SYG2
dme:Dmel_CG18335	up:Q7JRP4
dme:Dmel_CG18336	up:A1Z8I5
dme:Dmel_CG18340	up:M9NDG1
dme:Dmel_CG18341	up:Q9W470
dme:Dmel_CG18343	up:A1Z8T3
dme:Dmel_CG18345	up:P48994
dme:Dmel_CG18347	up:Q9VGF7
dme:Dmel_CG18348	up:Q9VTC8
dme:Dmel_CG18349	up:Q9VTC7
dme:Dmel_CG1835	up:Q9VRB4
dme:Dmel_CG1836	up:Q9V3W9
dme:Dmel_CG18361	up:P51140
dme:Dmel_CG18362	up:Q9VID4
dme:Dmel_CG18363	up:M9PFM0
dme:Dmel_CG18367	up:A1ZBN7
dme:Dmel_CG18368	up:A1Z9G8
dme:Dmel_CG18369	up:A1Z9G3
dme:Dmel_CG1837	up:Q9VYV3
dme:Dmel_CG18371	up:Q4V6I0
dme:Dmel_CG18372	up:Q9V751
dme:Dmel_CG18372	up:E1JH67
dme:Dmel_CG18374	up:Q9W0U0
dme:Dmel_CG18375	up:A0A0B4KF17
dme:Dmel_CG18377	up:Q9V5L3
dme:Dmel_CG18377	up:A0A0B4K7M1
dme:Dmel_CG1838	up:Q9V4F4
dme:Dmel_CG18389	up:Q7YU18
dme:Dmel_CG1839	up:Q9VY46
dme:Dmel_CG18396	up:Q24404
dme:Dmel_CG18397	up:X2J6U8
dme:Dmel_CG18398	up:Q9VJ29
dme:Dmel_CG1840	up:M9PED4
dme:Dmel_CG18402	up:P09208
dme:Dmel_CG18404	up:Q9VA85
dme:Dmel_CG18405	up:Q24322
dme:Dmel_CG18408	up:Q86P80
dme:Dmel_CG1841	up:Q7K187
dme:Dmel_CG18410	up:Q7KS11
dme:Dmel_CG18412	up:P39769
dme:Dmel_CG18417	up:Q9VS67
dme:Dmel_CG18418	up:Q9VZ93
dme:Dmel_CG1842	up:E1JJ04
dme:Dmel_CG18420	up:Q7KT83
dme:Dmel_CG18426	up:Q9W1I6
dme:Dmel_CG18428	up:Q4V5H0
dme:Dmel_CG18437	up:Q9VB11
dme:Dmel_CG1844	up:Q7Z2C4
dme:Dmel_CG18444	up:P04814
dme:Dmel_CG18445	up:Q6NN55
dme:Dmel_CG18446	up:Q7JZC5
dme:Dmel_CG18449	up:Q4V3X2
dme:Dmel_CG1845	up:Q7JVP4
dme:Dmel_CG18455	up:Q95RW8
dme:Dmel_CG18466	up:Q04448
dme:Dmel_CG18467	up:Q8SZN4
dme:Dmel_CG18468	up:Q95RV3
dme:Dmel_CG18469	up:A1ZAR7
dme:Dmel_CG18471	up:O61366
dme:Dmel_CG18472	up:Q9VBA1
dme:Dmel_CG18473	up:Q9VHF2
dme:Dmel_CG18476	up:Q9VGK1
dme:Dmel_CG18477	up:Q7KT73
dme:Dmel_CG18478	up:Q7KT71
dme:Dmel_CG1848	up:Q8IR79
dme:Dmel_CG1848	up:A0A650FBE4
dme:Dmel_CG18480	up:Q9VJN8
dme:Dmel_CG1849	up:P22814
dme:Dmel_CG1849	up:X2JEJ3
dme:Dmel_CG18492	up:Q9V3Q6
dme:Dmel_CG18493	up:Q9VDX6
dme:Dmel_CG18495	up:Q9XZJ4
dme:Dmel_CG18495	up:E1JGZ9
dme:Dmel_CG18497	up:Q8SX83
dme:Dmel_CG1850	up:A1Z6W6
dme:Dmel_CG18505	up:Q9VF36
dme:Dmel_CG18505	up:A0A0B4KG16
dme:Dmel_CG18507	up:M9PFU6
dme:Dmel_CG18508	up:O97172
dme:Dmel_CG18508	up:F3YDJ5
dme:Dmel_CG1851	up:Q7JWW6
dme:Dmel_CG18516	up:Q9VF50
dme:Dmel_CG18518	up:Q7KT68
dme:Dmel_CG18519	up:Q8IND5
dme:Dmel_CG18522	up:Q9VF53
dme:Dmel_CG18525	up:Q9VFC2
dme:Dmel_CG18528	up:Q9VC87
dme:Dmel_CG18530	up:Q9VG50
dme:Dmel_CG18531	up:Q9W594
dme:Dmel_CG18531	up:E1JJC5
dme:Dmel_CG18536	up:A1ZB54
dme:Dmel_CG18537	up:A1ZB55
dme:Dmel_CG18538	up:A1ZB56
dme:Dmel_CG18539	up:A0A0B4LFZ1
dme:Dmel_CG1854	up:P81917
dme:Dmel_CG18540	up:A1ZB58
dme:Dmel_CG18542	up:Q9I7K4
dme:Dmel_CG18543	up:Q23973
dme:Dmel_CG18545	up:V9HVU8
dme:Dmel_CG18547	up:Q9VGF3
dme:Dmel_CG18548	up:Q9VGA1
dme:Dmel_CG18549	up:Q9VG64
dme:Dmel_CG18550	up:Q9VG09
dme:Dmel_CG18557	up:Q9VQH8
dme:Dmel_CG18558	up:Q9VQH7
dme:Dmel_CG18559	up:P82713
dme:Dmel_CG1856	up:P42282
dme:Dmel_CG1856	up:A0A0B4JDG1
dme:Dmel_CG18563	up:Q9VJD6
dme:Dmel_CG18568	up:Q7K2Q5
dme:Dmel_CG1857	up:Q7JWX3
dme:Dmel_CG18572	up:P05990
dme:Dmel_CG18572	up:X2JFG0
dme:Dmel_CG18577	up:Q9VGS6
dme:Dmel_CG18578	up:Q9VGT3
dme:Dmel_CG18581	up:Q9VUJ7
dme:Dmel_CG18582	up:Q9VXE5
dme:Dmel_CG18582	up:B5RIT0
dme:Dmel_CG18585	up:Q9VLZ2
dme:Dmel_CG18586	up:M9PEA1
dme:Dmel_CG1859	up:Q8SYY7
dme:Dmel_CG18591	up:Q9VLV5
dme:Dmel_CG18591	up:A0A1B2AJY7
dme:Dmel_CG18593	up:Q8MR62
dme:Dmel_CG18594	up:Q9VD01
dme:Dmel_CG18596	up:Q9VD22
dme:Dmel_CG18598	up:Q9VEA7
dme:Dmel_CG18599	up:Q9VEA3
dme:Dmel_CG18600	up:Q9VE94
dme:Dmel_CG18605	up:A0A0B4JD40
dme:Dmel_CG18606	up:A1ZBI8
dme:Dmel_CG18607	up:A1ZBI9
dme:Dmel_CG18608	up:Q7JNE1
dme:Dmel_CG18609	up:Q6NN18
dme:Dmel_CG18616	up:Q9V3G6
dme:Dmel_CG18616	up:A0A126GUU0
